DOPC ,,,DOPE ,,,DSPC ,,,Glucosylceramide (Gaucher's Spleen) ,,,Cholesterol (ovine) ,,,PC Mix ,,,PE Mix ,,,PS Mix ,,,PG Mix,,,PI Mix ,,,18:1 LPA ,,,C8 L-Carnitine ,,,C12 Carnitine ,,,C16 Carnitine ,,,C18 Carnitine (d9-cis) ,,,Cer 18:1-18:1 ,,,Cer 18:1-22:0 ,,,Cer 18:1-24:0 ,,,16:0 CDP DG ,,,18:0 Lyso PA ,,,18:1 Cholesterol Ester ,,,Kidney Background,,,16:0 Cardiolipin ,,,TAG Mix ,,,Cer 18:1-12:0 ,,,Cer 18:1-24:1 ,,,Cer 18:1-18:0 ,,,DAG 16:0 ,,,DAG 18:0 and 24:0 ,,,TAG 16:0 ,,,TAG 18:1 ,,,Palmitic Acid,,,Stearic Acid,,,Docosahexaenoic Acid,,,Tetracosapentaenoic Acid,,,Sphingosine,
2190.22,0.000679401,,2190.22,0.004585939,,,,,2190.22,-0.007312215,,2190.22,-0.00612573,,2141.7,-0.002273918,,,,,2141.7,0.004231021,,,,,,,,,,,2190.22,-0.021878262,,2190.22,-0.009536796,,2190.22,0.002730916,,2190.22,-0.015819716,,,,,,,,,,,2141.7,0.01720285,,2141.7,-0.001249017,,2190.22,0.008395544,,,,,,,,2190.22,0.018386389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.94,291.443
2191.6,0.000390956,,2191.6,0.004664542,,,,,2191.6,-0.007319255,,2191.6,-0.005488801,,2143.2,-0.002516077,,,,,2143.2,0.003069996,,,,,,,,,,,2191.6,-0.021676106,,2191.6,-0.008667206,,2191.6,0.004917301,,2191.6,-0.013972927,,,,,,,,,,,2143.2,0.015171456,,2143.2,-0.000551594,,2191.6,0.008180691,,,,,,,,2191.6,0.018821376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.675,288.125
2192.98,-0.000248198,,2192.98,0.00411388,,,,,2192.98,-0.008031278,,2192.98,-0.005477869,,2144.69,-0.002551489,,,,,2144.69,0.003918519,,,,,,,,,,,2192.98,-0.020901974,,2192.98,-0.00841326,,2192.98,0.00429097,,2192.98,-0.012211405,,,,,,,,,,,2144.69,0.015480529,,2144.69,-0.000508236,,2192.98,0.008036781,,,,,,,,2192.98,0.015520934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.41,286.935
2194.36,-0.000414728,,2194.36,0.003943655,,,,,2194.36,-0.008235439,,2194.36,-0.005201201,,2146.18,-0.002402438,,,,,2146.18,0.003066728,,,,,,,,,,,2194.36,-0.022511059,,2194.36,-0.0093375,,2194.36,0.00451506,,2194.36,-0.013373898,,,,,,,,,,,2146.18,0.016143501,,2146.18,-0.001301873,,2194.36,0.008186069,,,,,,,,2194.36,0.018340456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.145,287.023
2195.75,-0.000293799,,2195.75,0.003549393,,,,,2195.75,-0.00829297,,2195.75,-0.005813459,,2147.67,-0.002009721,,,,,2147.67,0.004539682,,,,,,,,,,,2195.75,-0.022079471,,2195.75,-0.009150098,,2195.75,0.002833557,,2195.75,-0.014599096,,,,,,,,,,,2147.67,0.018417923,,2147.67,-0.00095949,,2195.75,0.008539945,,,,,,,,2195.75,0.020410421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.88,284.091
2197.13,-0.000732662,,2197.13,0.003312168,,,,,2197.13,-0.00832852,,2197.13,-0.005736157,,2149.16,-0.002209843,,,,,2149.16,0.004089409,,,,,,,,,,,2197.13,-0.02163975,,2197.13,-0.009638983,,2197.13,0.001877985,,2197.13,-0.01611341,,,,,,,,,,,2149.16,0.01852745,,2149.16,-0.000170443,,2197.13,0.007813344,,,,,,,,2197.13,0.016669381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.615,281.861
2198.51,-0.000757993,,2198.51,0.002988221,,,,,2198.51,-0.008592269,,2198.51,-0.005994626,,2150.65,-0.002180794,,,,,2150.65,0.003476042,,,,,,,,,,,2198.51,-0.022840459,,2198.51,-0.009405743,,2198.51,0.001759918,,2198.51,-0.015806551,,,,,,,,,,,2150.65,0.016565893,,2150.65,-0.001125359,,2198.51,0.007852229,,,,,,,,2198.51,0.017317829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.35,280.569
2199.89,-0.001100148,,2199.89,0.002546006,,,,,2199.89,-0.008685205,,2199.89,-0.006570829,,2152.14,-0.002199871,,,,,2152.14,0.003923195,,,,,,,,,,,2199.89,-0.023744088,,2199.89,-0.010627616,,2199.89,0.003840982,,2199.89,-0.014733718,,,,,,,,,,,2152.14,0.015126619,,2152.14,-0.000622063,,2199.89,0.007828285,,,,,,,,2199.89,0.018069748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.084,277.725
2201.28,-0.001144141,,2201.28,0.002333955,,,,,2201.28,-0.008863875,,2201.28,-0.006670756,,2153.63,-0.002072434,,,,,2153.63,0.005487824,,,,,,,,,,,2201.28,-0.021796103,,2201.28,-0.011074329,,2201.28,0.00224518,,2201.28,-0.014183593,,,,,,,,,,,2153.63,0.016176736,,2153.63,-0.001315768,,2201.28,0.007669385,,,,,,,,2201.28,0.017147691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.819,275.504
2202.66,-0.001299558,,2202.66,0.0021042,,,,,2202.66,-0.008837146,,2202.66,-0.005877593,,2155.12,-0.002131929,,,,,2155.12,0.003771799,,,,,,,,,,,2202.66,-0.023627947,,2202.66,-0.011413535,,2202.66,0.001957041,,2202.66,-0.015792823,,,,,,,,,,,2155.12,0.016294412,,2155.12,-0.001313494,,2202.66,0.00787437,,,,,,,,2202.66,0.019316379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.554,275.324
2204.04,-0.001379864,,2204.04,0.001954396,,,,,2204.04,-0.008313412,,2204.04,-0.006470994,,2156.6,-0.001899529,,,,,2156.6,0.003556227,,,,,,,,,,,2204.04,-0.02261915,,2204.04,-0.010275949,,2204.04,0.001538226,,2204.04,-0.016350465,,,,,,,,,,,2156.6,0.01794861,,2156.6,-0.001318901,,2204.04,0.007595075,,,,,,,,2204.04,0.016429416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.289,274.707
2205.42,-0.00133211,,2205.42,0.001885259,,,,,2205.42,-0.008551362,,2205.42,-0.00592001,,2158.09,-0.001600253,,,,,2158.09,0.005125897,,,,,,,,,,,2205.42,-0.021731442,,2205.42,-0.011473222,,2205.42,0.00151548,,2205.42,-0.014910073,,,,,,,,,,,2158.09,0.016899581,,2158.09,-5.61921E-05,,2205.42,0.007658488,,,,,,,,2205.42,0.016777524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.024,274.138
2206.8,-0.001589648,,2206.8,0.001800398,,,,,2206.8,-0.008414995,,2206.8,-0.00608728,,2159.57,-0.001826044,,,,,2159.57,0.003077141,,,,,,,,,,,2206.8,-0.021741704,,2206.8,-0.009048858,,2206.8,0.003046811,,2206.8,-0.015551105,,,,,,,,,,,2159.57,0.014606585,,2159.57,-0.001672666,,2206.8,0.007345426,,,,,,,,2206.8,0.017122991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.759,270.133
2208.18,-0.001575903,,2208.18,0.001887429,,,,,2208.18,-0.008305951,,2208.18,-0.006001124,,2161.05,-0.001807183,,,,,2161.05,0.003599525,,,,,,,,,,,2208.18,-0.020761436,,2208.18,-0.010028907,,2208.18,0.003485729,,2208.18,-0.015286039,,,,,,,,,,,2161.05,0.015289292,,2161.05,-0.001657674,,2208.18,0.006890473,,,,,,,,2208.18,0.015330293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.494,269.191
2209.55,-0.001864928,,2209.55,0.001779403,,,,,2209.55,-0.008629939,,2209.55,-0.005382157,,2162.54,-0.001705861,,,,,2162.54,0.004492668,,,,,,,,,,,2209.55,-0.021320388,,2209.55,-0.010718287,,2209.55,0.000469041,,2209.55,-0.016001262,,,,,,,,,,,2162.54,0.014475806,,2162.54,-0.002240216,,2209.55,0.00647115,,,,,,,,2209.55,0.017525465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.228,268.349
2210.93,-0.00191807,,2210.93,0.001728133,,,,,2210.93,-0.008408065,,2210.93,-0.006078402,,2164.02,-0.001592171,,,,,2164.02,0.004327278,,,,,,,,,,,2210.93,-0.021333929,,2210.93,-0.010696438,,2210.93,0.00150602,,2210.93,-0.015684137,,,,,,,,,,,2164.02,0.015748308,,2164.02,-0.00074838,,2210.93,0.006466631,,,,,,,,2210.93,0.015374301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.963,263.666
2212.31,-0.001594752,,2212.31,0.001741623,,,,,2212.31,-0.008222355,,2212.31,-0.005755897,,2165.5,-0.001443635,,,,,2165.5,0.004987675,,,,,,,,,,,2212.31,-0.022328425,,2212.31,-0.010320574,,2212.31,0.000786125,,2212.31,-0.013459933,,,,,,,,,,,2165.5,0.014690512,,2165.5,-0.00062236,,2212.31,0.005814576,,,,,,,,2212.31,0.017473928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.698,259.594
2213.69,-0.002041537,,2213.69,0.001678162,,,,,2213.69,-0.008465617,,2213.69,-0.005880898,,2166.98,-0.001749455,,,,,2166.98,0.004917162,,,,,,,,,,,2213.69,-0.022648363,,2213.69,-0.010593435,,2213.69,0.002244323,,2213.69,-0.014786852,,,,,,,,,,,2166.98,0.013768992,,2166.98,-0.001045491,,2213.69,0.006309409,,,,,,,,2213.69,0.015150598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.433,258.929
2215.07,-0.002253494,,2215.07,0.001516107,,,,,2215.07,-0.008477042,,2215.07,-0.005402667,,2168.46,-0.001233888,,,,,2168.46,0.005535686,,,,,,,,,,,2215.07,-0.021906259,,2215.07,-0.010229309,,2215.07,0.001549914,,2215.07,-0.016059886,,,,,,,,,,,2168.46,0.015028981,,2168.46,-0.001749541,,2215.07,0.007531319,,,,,,,,2215.07,0.017348724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.168,257.524
2216.44,-0.002548657,,2216.44,0.001426808,,,,,2216.44,-0.008107978,,2216.44,-0.00543645,,2169.94,-0.000948962,,,,,2169.94,0.005076598,,,,,,,,,,,2216.44,-0.020739692,,2216.44,-0.009453331,,2216.44,0.001682447,,2216.44,-0.0148843,,,,,,,,,,,2169.94,0.015312978,,2169.94,-0.001060242,,2216.44,0.007434788,,,,,,,,2216.44,0.01733383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.903,252.161
2217.82,-0.00209837,,2217.82,0.001566387,,,,,2217.82,-0.008003793,,2217.82,-0.005822866,,2171.41,-0.00081432,,,,,2171.41,0.006380018,,,,,,,,,,,2217.82,-0.020448574,,2217.82,-0.009917826,,2217.82,0.001972601,,2217.82,-0.014530634,,,,,,,,,,,2171.41,0.017837492,,2171.41,-0.001253431,,2217.82,0.00754207,,,,,,,,2217.82,0.018217885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.638,247.221
2219.2,-0.001938202,,2219.2,0.001449785,,,,,2219.2,-0.008023358,,2219.2,-0.005236548,,2172.89,-0.0004053,,,,,2172.89,0.006017651,,,,,,,,,,,2219.2,-0.021195564,,2219.2,-0.010059501,,2219.2,0.000724734,,2219.2,-0.015859539,,,,,,,,,,,2172.89,0.016403492,,2172.89,-0.000370536,,2219.2,0.007712965,,,,,,,,2219.2,0.016022896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.372,245.589
2220.57,-0.002389173,,2220.57,0.001335334,,,,,2220.57,-0.008344593,,2220.57,-0.00517356,,2174.37,-0.000144084,,,,,2174.37,0.006378848,,,,,,,,,,,2220.57,-0.019609944,,2220.57,-0.009833057,,2220.57,0.003382053,,2220.57,-0.015171573,,,,,,,,,,,2174.37,0.017715066,,2174.37,0.000799189,,2220.57,0.007982762,,,,,,,,2220.57,0.017188765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.107,244.577
2221.95,-0.002207302,,2221.95,0.001248806,,,,,2221.95,-0.00799556,,2221.95,-0.005340824,,2175.84,0.00065515,,,,,2175.84,0.006649071,,,,,,,,,,,2221.95,-0.022026069,,2221.95,-0.010567454,,2221.95,0.002135591,,2221.95,-0.016623123,,,,,,,,,,,2175.84,0.016339635,,2175.84,0.001050964,,2221.95,0.007971707,,,,,,,,2221.95,0.017191243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.842,249.62
2223.33,-0.001995502,,2223.33,0.000921981,,,,,2223.33,-0.00812231,,2223.33,-0.005237675,,2177.32,0.001322688,,,,,2177.32,0.007464335,,,,,,,,,,,2223.33,-0.021464707,,2223.33,-0.010352251,,2223.33,0.001629557,,2223.33,-0.016098263,,,,,,,,,,,2177.32,0.021204349,,2177.32,0.001026212,,2223.33,0.00754582,,,,,,,,2223.33,0.017193756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.577,248.234
2224.7,-0.002314682,,2224.7,0.000742459,,,,,2224.7,-0.008392977,,2224.7,-0.005251394,,2178.79,0.00110266,,,,,2178.79,0.008094183,,,,,,,,,,,2224.7,-0.021436708,,2224.7,-0.00995578,,2224.7,0.001365083,,2224.7,-0.016123497,,,,,,,,,,,2178.79,0.02092516,,2178.79,0.002900884,,2224.7,0.007334009,,,,,,,,2224.7,0.015113033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.312,243.547
2226.08,-0.002019168,,2226.08,0.000941273,,,,,2226.08,-0.00812429,,2226.08,-0.005318447,,2180.26,0.001698708,,,,,2180.26,0.008044848,,,,,,,,,,,2226.08,-0.021003092,,2226.08,-0.009703124,,2226.08,0.002514378,,2226.08,-0.014596936,,,,,,,,,,,2180.26,0.021659392,,2180.26,0.004009056,,2226.08,0.006871076,,,,,,,,2226.08,0.017113339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.047,243.18
2227.45,-0.002753496,,2227.45,-0.002286461,,,,,2227.45,-0.008088588,,2227.45,-0.004771441,,2181.74,0.002404692,,,,,2181.74,0.008008959,,,,,,,,,,,2227.45,-0.021906051,,2227.45,-0.010896742,,2227.45,0.001125219,,2227.45,-0.017369325,,,,,,,,,,,2181.74,0.01612368,,2181.74,0.002146937,,2227.45,0.00589412,,,,,,,,2227.45,0.016637863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.782,243.709
2228.82,-0.00308063,,2228.82,0.001213472,,,,,2228.82,-0.00791891,,2228.82,-0.004186487,,2183.21,0.002362739,,,,,2183.21,0.008733768,,,,,,,,,,,2228.82,-0.021642412,,2228.82,-0.010891988,,2228.82,0.003330312,,2228.82,-0.015824589,,,,,,,,,,,2183.21,0.022041794,,2183.21,0.003875819,,2228.82,0.006462551,,,,,,,,2228.82,0.017285273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.516,245.284
2230.2,-0.003128922,,2230.2,0.001283156,,,,,2230.2,-0.008114669,,2230.2,-0.004806072,,2184.67,0.002177366,,,,,2184.67,0.010033386,,,,,,,,,,,2230.2,-0.021431525,,2230.2,-0.00972982,,2230.2,0.001531015,,2230.2,-0.014737371,,,,,,,,,,,2184.67,0.018904269,,2184.67,0.00258681,,2230.2,0.006509834,,,,,,,,2230.2,0.017110212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.251,249.217
2231.57,-0.003013493,,2231.57,0.001053301,,,,,2231.57,-0.008080568,,2231.57,-0.004760816,,2186.14,0.002693253,,,,,2186.14,0.010607304,,,,,,,,,,,2231.57,-0.021680708,,2231.57,-0.009468767,,2231.57,0.002286585,,2231.57,-0.016296227,,,,,,,,,,,2186.14,0.017078502,,2186.14,0.003139778,,2231.57,0.006647577,,,,,,,,2231.57,0.016508498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.986,245.166
2232.94,-0.002320409,,2232.94,0.001233811,,,,,2232.94,-0.007850029,,2232.94,-0.004526955,,2187.61,0.001929954,,,,,2187.61,0.008855041,,,,,,,,,,,2232.94,-0.021750528,,2232.94,-0.010405977,,2232.94,0.003370475,,2232.94,-0.014333954,,,,,,,,,,,2187.61,0.017392963,,2187.61,0.002238043,,2232.94,0.007509993,,,,,,,,2232.94,0.019328803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.721,245.131
2234.32,-0.002301804,,2234.32,0.001076171,,,,,2234.32,-0.008178606,,2234.32,-0.004640818,,2189.08,0.002028589,,,,,2189.08,0.008920844,,,,,,,,,,,2234.32,-0.019822731,,2234.32,-0.009393482,,2234.32,0.002017201,,2234.32,-0.012650258,,,,,,,,,,,2189.08,0.017373781,,2189.08,0.001031109,,2234.32,0.00788771,,,,,,,,2234.32,0.017198361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.456,245.6
2235.69,-0.002957234,,2235.69,0.001021197,,,,,2235.69,-0.00814982,,2235.69,-0.004261841,,2190.55,0.001274511,,,,,2190.55,0.007583539,,,,,,,,,,,2235.69,-0.022676202,,2235.69,-0.0094414,,2235.69,0.00240804,,2235.69,-0.015111514,,,,,,,,,,,2190.55,0.016626531,,2190.55,0.000553661,,2235.69,0.007975658,,,,,,,,2235.69,0.018045742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.191,246.185
2237.06,-0.002982822,,2237.06,0.000902305,,,,,2237.06,-0.008394143,,2237.06,-0.003877008,,2192.01,0.000811783,,,,,2192.01,0.007705913,,,,,,,,,,,2237.06,-0.020623196,,2237.06,-0.010296277,,2237.06,0.002252302,,2237.06,-0.015053842,,,,,,,,,,,2192.01,0.015361729,,2192.01,0.002495218,,2237.06,0.007848645,,,,,,,,2237.06,0.018120124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.926,248.095
2238.43,-0.003221731,,2238.43,0.000663948,,,,,2238.43,-0.008220845,,2238.43,-0.003840285,,2193.48,0.000988169,,,,,2193.48,0.007220663,,,,,,,,,,,2238.43,-0.02148322,,2238.43,-0.009167409,,2238.43,0.000706878,,2238.43,-0.015199479,,,,,,,,,,,2193.48,0.016631115,,2193.48,0.002434182,,2238.43,0.007534713,,,,,,,,2238.43,0.017715193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.66,251.897
2239.8,-0.00328341,,2239.8,0.000687441,,,,,2239.8,-0.008185825,,2239.8,-0.004080518,,2194.94,0.001141414,,,,,2194.94,0.007168254,,,,,,,,,,,2239.8,-0.021582374,,2239.8,-0.010359427,,2239.8,0.001911081,,2239.8,-0.015850897,,,,,,,,,,,2194.94,0.014393952,,2194.94,0.001293946,,2239.8,0.007351756,,,,,,,,2239.8,0.016086198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.395,250.033
2241.18,-0.003071518,,2241.18,0.000778627,,,,,2241.18,-0.008745337,,2241.18,-0.004078769,,2196.41,0.000502962,,,,,2196.41,0.007029913,,,,,,,,,,,2241.18,-0.021921923,,2241.18,-0.010490942,,2241.18,0.001464397,,2241.18,-0.014830865,,,,,,,,,,,2196.41,0.015700214,,2196.41,0.000573295,,2241.18,0.007123136,,,,,,,,2241.18,0.0158179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.13,246.609
2242.55,-0.003295346,,2242.55,0.000901989,,,,,2242.55,-0.008131909,,2242.55,-0.003723603,,2197.87,0.00066652,,,,,2197.87,0.006830266,,,,,,,,,,,2242.55,-0.020743129,,2242.55,-0.00980924,,2242.55,0.001710569,,2242.55,-0.0151226,,,,,,,,,,,2197.87,0.014602635,,2197.87,0.000353598,,2242.55,0.007114563,,,,,,,,2242.55,0.017377974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.865,247.178
2243.92,-0.003681243,,2243.92,0.000622481,,,,,2243.92,-0.008539815,,2243.92,-0.003449586,,2199.33,-0.000216034,,,,,2199.33,0.007127198,,,,,,,,,,,2243.92,-0.022464048,,2243.92,-0.009795283,,2243.92,0.002331903,,2243.92,-0.01568508,,,,,,,,,,,2199.33,0.014729298,,2199.33,-0.000578667,,2243.92,0.006827081,,,,,,,,2243.92,0.017193338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.6,246.782
2245.29,-0.003115843,,2245.29,0.000374151,,,,,2245.29,-0.008132653,,2245.29,-0.003896522,,2200.79,-0.000529711,,,,,2200.79,0.006213288,,,,,,,,,,,2245.29,-0.019607472,,2245.29,-0.010681225,,2245.29,0.001663283,,2245.29,-0.015880549,,,,,,,,,,,2200.79,0.014050704,,2200.79,6.53752E-05,,2245.29,0.006411818,,,,,,,,2245.29,0.019591074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.335,245.239
2246.66,-0.003322296,,2246.66,0.00032712,,,,,2246.66,-0.008246169,,2246.66,-0.003927688,,2202.25,-0.0003414,,,,,2202.25,0.005922254,,,,,,,,,,,2246.66,-0.021357535,,2246.66,-0.009950886,,2246.66,0.003078054,,2246.66,-0.016660818,,,,,,,,,,,2202.25,0.014125488,,2202.25,1.79091E-06,,2246.66,0.007366279,,,,,,,,2246.66,0.017048512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.07,244.173
2248.02,-0.002784894,,2248.02,0.00042813,,,,,2248.02,-0.008204351,,2248.02,-0.003885133,,2203.71,-0.000484424,,,,,2203.71,0.005755203,,,,,,,,,,,2248.02,-0.021402934,,2248.02,-0.010246742,,2248.02,0.000730928,,2248.02,-0.015291681,,,,,,,,,,,2203.71,0.014672728,,2203.71,1.9342E-05,,2248.02,0.007150948,,,,,,,,2248.02,0.015852339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.804,244.105
2249.39,-0.002999823,,2249.39,0.000373097,,,,,2249.39,-0.008328277,,2249.39,-0.003381482,,2205.17,-0.000506254,,,,,2205.17,0.007076268,,,,,,,,,,,2249.39,-0.019901685,,2249.39,-0.009997081,,2249.39,0.003261739,,2249.39,-0.015480036,,,,,,,,,,,2205.17,0.015918818,,2205.17,-0.000983244,,2249.39,0.007913577,,,,,,,,2249.39,0.019309763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.539,242.553
2250.76,-0.002994145,,2250.76,5.62631E-05,,,,,2250.76,-0.007930272,,2250.76,-0.004059272,,2206.63,-0.000260497,,,,,2206.63,0.006597701,,,,,,,,,,,2250.76,-0.020856172,,2250.76,-0.009069665,,2250.76,0.001281054,,2250.76,-0.014636593,,,,,,,,,,,2206.63,0.015236457,,2206.63,0.002255812,,2250.76,0.007506587,,,,,,,,2250.76,0.016625868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.274,243.435
2252.13,-0.003484136,,2252.13,-2.01289E-05,,,,,2252.13,-0.008384131,,2252.13,-0.00380447,,2208.08,-0.000700548,,,,,2208.08,0.006682599,,,,,,,,,,,2252.13,-0.021436508,,2252.13,-0.010382536,,2252.13,0.000327652,,2252.13,-0.015266185,,,,,,,,,,,2208.08,0.017478312,,2208.08,0.001566104,,2252.13,0.007019805,,,,,,,,2252.13,0.015905252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.009,245.632
2253.5,-0.003304719,,2253.5,5.56119E-05,,,,,2253.5,-0.008626533,,2253.5,-0.003862453,,2209.54,-0.001101479,,,,,2209.54,0.005032249,,,,,,,,,,,2253.5,-0.019850353,,2253.5,-0.009760475,,2253.5,0.001393139,,2253.5,-0.01747746,,,,,,,,,,,2209.54,0.017113837,,2209.54,0.000959931,,2253.5,0.007128829,,,,,,,,2253.5,0.016454995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.744,246.471
2254.87,-0.003560099,,2254.87,0.000141959,,,,,2254.87,-0.008189717,,2254.87,-0.003672913,,2211,-0.00102991,,,,,2211,0.004572398,,,,,,,,,,,2254.87,-0.019521165,,2254.87,-0.011390167,,2254.87,0.000502936,,2254.87,-0.012577201,,,,,,,,,,,2211,0.016368168,,2211,0.000379819,,2254.87,0.006794748,,,,,,,,2254.87,0.016316624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.479,243.355
2256.23,-0.003549864,,2256.23,0.000416668,,,,,2256.23,-0.008162904,,2256.23,-0.003604723,,2212.45,-0.000953125,,,,,2212.45,0.004546867,,,,,,,,,,,2256.23,-0.021695433,,2256.23,-0.011179239,,2256.23,0.001153885,,2256.23,-0.01462639,,,,,,,,,,,2212.45,0.012528182,,2212.45,-0.000574483,,2256.23,0.006231925,,,,,,,,2256.23,0.016666847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.214,244.744
2257.6,-0.003931543,,2257.6,0.000566725,,,,,2257.6,-0.008859716,,2257.6,-0.003339579,,2213.9,-0.001120973,,,,,2213.9,0.005688787,,,,,,,,,,,2257.6,-0.021123237,,2257.6,-0.009762705,,2257.6,0.001036559,,2257.6,-0.015797506,,,,,,,,,,,2213.9,0.016461264,,2213.9,-0.000299283,,2257.6,0.006838662,,,,,,,,2257.6,0.015427673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.948,244.982
2258.97,-0.003312973,,2258.97,0.000447182,,,,,2258.97,-0.008370595,,2258.97,-0.003214709,,2215.36,-0.001289719,,,,,2215.36,0.006348306,,,,,,,,,,,2258.97,-0.020720434,,2258.97,-0.010547736,,2258.97,0.000245711,,2258.97,-0.016501981,,,,,,,,,,,2215.36,0.014795304,,2215.36,0.0004132,,2258.97,0.006586589,,,,,,,,2258.97,0.017410522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.683,247.767
2260.33,-0.003314804,,2260.33,0.00054432,,,,,2260.33,-0.008614564,,2260.33,-0.003513469,,2216.81,-0.001407632,,,,,2216.81,0.004899989,,,,,,,,,,,2260.33,-0.021512104,,2260.33,-0.012030487,,2260.33,0.001178038,,2260.33,-0.015097777,,,,,,,,,,,2216.81,0.016628083,,2216.81,-0.000390806,,2260.33,0.0064602,,,,,,,,2260.33,0.01696384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.418,250.123
2261.7,-0.003360621,,2261.7,0.000588883,,,,,2261.7,-0.008125841,,2261.7,-0.002850954,,2218.26,-0.000822787,,,,,2218.26,0.006198348,,,,,,,,,,,2261.7,-0.021426403,,2261.7,-0.011588198,,2261.7,0.001942444,,2261.7,-0.015338058,,,,,,,,,,,2218.26,0.016124921,,2218.26,0.001183821,,2261.7,0.006850883,,,,,,,,2261.7,0.015132478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.153,250.107
2263.06,-0.003397954,,2263.06,0.000414881,,,,,2263.06,-0.008405302,,2263.06,-0.002706137,,2219.71,-0.000991284,,,,,2219.71,0.003761254,,,,,,,,,,,2263.06,-0.020927788,,2263.06,-0.010351922,,2263.06,0.000587099,,2263.06,-0.016802058,,,,,,,,,,,2219.71,0.016135853,,2219.71,0.002026272,,2263.06,0.007000654,,,,,,,,2263.06,0.017546533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.888,249.785
