DOPC ,,,DOPE ,,,DSPC ,,,Glucosylceramide (Gaucher's Spleen) ,,,Cholesterol (ovine) ,,,PC Mix ,,,PE Mix ,,,PS Mix ,,,PG Mix,,,PI Mix ,,,18:1 LPA ,,,C8 L-Carnitine ,,,C12 Carnitine ,,,C16 Carnitine ,,,C18 Carnitine (d9-cis) ,,,Cer 18:1-18:1 ,,,Cer 18:1-22:0 ,,,Cer 18:1-24:0 ,,,16:0 CDP DG ,,,18:0 Lyso PA ,,,18:1 Cholesterol Ester ,,,Kidney Background,,,16:0 Cardiolipin ,,,TAG Mix ,,,Cer 18:1-12:0 ,,,Cer 18:1-24:1 ,,,Cer 18:1-18:0 ,,,DAG 16:0 ,,,DAG 18:0 and 24:0 ,,,TAG 16:0 ,,,TAG 18:1 ,,,Palmitic Acid,,,Stearic Acid,,,Docosahexaenoic Acid,,,Tetracosapentaenoic Acid,,,Sphingosine,
1113.17,0.106540951,,1113.17,0.07133531,,2857.63,0.663045862,,1113.17,0.054588388,,1113.17,0.08769737,,911.48,0.053143878,,2857.63,0.871022479,,911.48,0.115465914,,1649.44,821.515,,1649.44,0.145377454,,1649.44,0.114596811,,1113.17,0.049734859,,1113.17,0.063479917,,1113.17,0.032829849,,1113.17,0.075780716,,2857.63,0.658564669,,1649.44,-0.249904768,,1649.44,-0.284819314,,911.48,0.050186929,,911.48,0.053279996,,1113.17,0.05515372,,2857.63,0.40525912,,1617.83,0.070985108,,1113.17,0.089502537,,2616.43,0.015742157,,1649.44,0.079514126,,1917.57,0.013289349,,1917.57,0.015860674,,1917.57,0.015461096,,1917.57,0.012662165,,1917.57,0.018655308,,1649.44,3699.52,,1649.44,2728.09,,1649.44,39960.1,,1649.44,5426.19,,404.965,215.093
1114.79,0.104169908,,1114.79,0.073808979,,2862.45,0.627023319,,1114.79,0.056120789,,1114.79,0.08698611,,913.352,0.05343483,,2862.45,0.773775639,,913.352,0.117313771,,1652.69,1043.88,,1652.69,0.216453891,,1652.69,0.165459627,,1114.79,0.067595152,,1114.79,0.064536933,,1114.79,0.031817728,,1114.79,0.098194672,,2862.45,0.659831679,,1652.69,-0.254439787,,1652.69,-0.285651508,,913.352,0.049439124,,913.352,0.054815979,,1114.79,0.059694215,,2862.45,0.438975313,,1621.14,0.078615864,,1114.79,0.098454697,,2621.46,0.016746587,,1652.69,0.084615763,,1920.62,0.018239773,,1920.62,0.015079576,,1920.62,0.013614114,,1920.62,0.00915835,,1920.62,0.012385142,,1652.69,3382.72,,1652.69,2605.49,,1652.69,55088.5,,1652.69,7506.87,,405.7,212.466
1116.41,0.101768872,,1116.41,0.075327293,,2867.27,0.613144974,,1116.41,0.060479134,,1116.41,0.08708304,,915.225,0.054842102,,2867.27,0.745893069,,915.225,0.12230742,,1655.92,1170.13,,1655.92,0.289583406,,1655.92,0.170310049,,1116.41,0.09364359,,1116.41,0.066951502,,1116.41,0.032887558,,1116.41,0.11217476,,2867.27,0.644007771,,1655.92,-0.253667944,,1655.92,-0.286499013,,915.225,0.047227014,,915.225,0.055707931,,1116.41,0.06350287,,2867.27,0.510874945,,1624.44,0.085287309,,1116.41,0.106301027,,2626.49,0.017980178,,1655.92,0.079068986,,1923.67,0.015033056,,1923.67,0.013614434,,1923.67,0.014676659,,1923.67,0.009056368,,1923.67,0.016702312,,1655.92,3021.92,,1655.92,2458.89,,1655.92,67218.9,,1655.92,9685.55,,406.435,208.797
1118.03,0.096805161,,1118.03,0.070801957,,2872.09,0.701973347,,1118.03,0.067753313,,1118.03,0.091076208,,917.096,0.05644511,,2872.09,0.78567083,,917.096,0.126327387,,1659.16,1088.33,,1659.16,0.300606085,,1659.16,0.124918417,,1118.03,0.119828591,,1118.03,0.079472355,,1118.03,0.033837049,,1118.03,0.121259216,,2872.09,0.708224498,,1659.16,-0.252232278,,1659.16,-0.286055452,,917.096,0.049607899,,917.096,0.055986345,,1118.03,0.064368695,,2872.09,0.569900934,,1627.74,0.093872778,,1118.03,0.11782645,,2631.51,0.018508515,,1659.16,0.061838936,,1926.72,0.019621988,,1926.72,0.015080557,,1926.72,0.014473039,,1926.72,0.011896037,,1926.72,0.020771055,,1659.16,2685.12,,1659.16,2288.3,,1659.16,68501.3,,1659.16,10998.2,,407.17,213.727
1119.65,0.091256674,,1119.65,0.065309184,,2876.9,0.927104979,,1119.65,0.078291232,,1119.65,0.099306637,,918.964,0.056450311,,2876.9,0.800151748,,918.964,0.127257722,,1662.39,856.76,,1662.39,0.218825324,,1662.39,0.066094664,,1119.65,0.136874935,,1119.65,0.098141945,,1119.65,0.035287181,,1119.65,0.107445625,,2876.9,0.874894367,,1662.39,-0.250260835,,1662.39,-0.282609845,,918.964,0.045507651,,918.964,0.057143561,,1119.65,0.062530175,,2876.9,0.585808155,,1631.04,0.102471179,,1119.65,0.134757016,,2636.53,0.02071857,,1662.39,0.047683321,,1929.76,0.014178705,,1929.76,0.01521072,,1929.76,0.014797735,,1929.76,0.007433129,,1929.76,0.018659124,,1662.39,2366.32,,1662.39,2221.7,,1662.39,57037.7,,1662.39,9550.91,,407.905,216.349
1121.28,0.084882267,,1121.28,0.056646449,,2881.7,1,,1121.28,0.092905778,,1121.28,0.113825566,,920.835,0.058443167,,2881.7,0.84656198,,920.835,0.130072525,,1665.61,556.963,,1665.61,0.12523627,,1665.61,0.031160104,,1121.28,0.138231601,,1121.28,0.128710242,,1121.28,0.047670513,,1121.28,0.086923036,,2881.7,1,,1665.61,-0.247407448,,1665.61,-0.278429717,,920.835,0.043308708,,920.835,0.05338385,,1121.28,0.061319335,,2881.7,0.599547905,,1634.33,0.114502366,,1121.28,0.159227525,,2641.54,0.023255308,,1665.61,0.039347221,,1932.79,0.016544504,,1932.79,0.015279204,,1932.79,0.013996745,,1932.79,0.007921429,,1932.79,0.01635597,,1665.61,2065.52,,1665.61,2123.1,,1665.61,39384.1,,1665.61,6925.59,,408.64,210.63
1122.89,0.077849326,,1122.89,0.047327441,,2886.5,0.764156006,,1122.89,0.105846514,,1122.89,0.129319301,,922.701,0.058693301,,2886.5,0.903498745,,922.701,0.132319104,,1668.83,320.789,,1668.83,0.072642636,,1668.83,0.013538458,,1122.89,0.116486657,,1122.89,0.156325353,,1122.89,0.061203871,,1122.89,0.057005094,,2886.5,0.787233331,,1668.83,-0.246419879,,1668.83,-0.275718895,,922.701,0.042603792,,922.701,0.056851773,,1122.89,0.064130547,,2886.5,0.618150539,,1637.62,0.131424232,,1122.89,0.180844462,,2646.54,0.026387328,,1668.83,0.04231967,,1935.83,0.015150751,,1935.83,0.016714673,,1935.83,0.014992409,,1935.83,0.009491257,,1935.83,0.018247694,,1668.83,1878.72,,1668.83,2060.51,,1668.83,24962.5,,1668.83,4402.27,,409.374,208.162
1124.52,0.072017468,,1124.52,0.039807373,,2891.3,0.627517626,,1124.52,0.113677892,,1124.52,0.141309658,,924.568,0.058764633,,2891.3,0.920998506,,924.568,0.129732282,,1672.05,165.069,,1672.05,0.048548136,,1672.05,0.012706935,,1124.52,0.079433246,,1124.52,0.17323046,,1124.52,0.08276526,,1124.52,0.034372068,,2891.3,0.644420297,,1672.05,-0.246470328,,1672.05,-0.274628352,,924.568,0.042414378,,924.568,0.05713691,,1124.52,0.068052205,,2891.3,0.622330164,,1640.9,0.162309118,,1124.52,0.194850512,,2651.54,0.026436448,,1672.05,0.058655316,,1938.86,0.014899911,,1938.86,0.014457703,,1938.86,0.014952811,,1938.86,0.01102073,,1938.86,0.013825411,,1672.05,1795.92,,1672.05,1997.91,,1672.05,16380.8,,1672.05,2922.95,,410.109,204.139
1126.13,0.0675168,,1126.13,0.033706259,,2896.09,0.574804373,,1126.13,0.114619874,,1126.13,0.143974519,,926.434,0.058010069,,2896.09,0.930160732,,926.434,0.12302964,,1675.27,80.8025,,1675.27,0.034914609,,1675.27,0.003553085,,1126.13,0.043802829,,1126.13,0.17072488,,1126.13,0.100816189,,1126.13,0.027623072,,2896.09,0.585975328,,1675.27,-0.246078212,,1675.27,-0.274383143,,926.434,0.038005238,,926.434,0.059021092,,1126.13,0.07436405,,2896.09,0.646754707,,1644.18,0.214848147,,1126.13,0.191274784,,2656.54,0.025357134,,1675.27,0.078335585,,1941.88,0.012770565,,1941.88,0.013200768,,1941.88,0.015079278,,1941.88,0.006452336,,1941.88,0.013864976,,1675.27,1689.12,,1675.27,1955.32,,1675.27,11547.2,,1675.27,2233.63,,410.844,204.605
1127.75,0.063580816,,1127.75,0.029079717,,2900.87,0.539142805,,1127.75,0.104428772,,1127.75,0.142384773,,928.295,0.056204173,,2900.87,0.922591582,,928.295,0.116718225,,1678.48,39.8029,,1678.48,0.028413485,,1678.48,0.00318156,,1127.75,0.024557988,,1127.75,0.153177699,,1127.75,0.099979393,,1127.75,0.024726758,,2900.87,0.572859689,,1678.48,-0.246269182,,1678.48,-0.274116378,,928.295,0.038336527,,928.295,0.057118958,,1127.75,0.078520688,,2900.87,0.645453537,,1647.46,0.299669501,,1127.75,0.169566003,,2661.53,0.025992778,,1678.48,0.072399386,,1944.91,0.016906335,,1944.91,0.012992925,,1944.91,0.01387578,,1944.91,0.012031669,,1944.91,0.017779334,,1678.48,1640.32,,1678.48,1938.72,,1678.48,8835.64,,1678.48,1784.3,,411.579,210.284
1129.37,0.060916558,,1129.37,0.026223359,,2905.65,0.492413039,,1129.37,0.088498588,,1129.37,0.131213406,,930.16,0.053947109,,2905.65,0.893851098,,930.16,0.112575105,,1681.68,7.47081,,1681.68,0.024400567,,1681.68,-0.002794034,,1129.37,0.018241231,,1129.37,0.122822013,,1129.37,0.091961939,,1129.37,0.018453339,,2905.65,0.55795027,,1681.68,-0.24718796,,1681.68,-0.273540158,,930.16,0.036460609,,930.16,0.056285112,,1129.37,0.077293295,,2905.65,0.669913217,,1650.73,0.420595265,,1129.37,0.135826138,,2666.51,0.024672677,,1681.68,0.037832125,,1947.93,0.011713179,,1947.93,0.015176938,,1947.93,0.013744563,,1947.93,0.010700688,,1947.93,0.014897115,,1681.68,1589.52,,1681.68,1968.13,,1681.68,7004.04,,1681.68,1516.98,,412.314,210.537
1130.99,0.059052619,,1130.99,0.023497161,,2910.42,0.448217359,,1130.99,0.073172492,,1130.99,0.123988474,,932.021,0.050917251,,2910.42,0.862164928,,932.021,0.102908923,,1684.89,6.48407,,1684.89,0.024272724,,1684.89,-0.002921122,,1130.99,0.021203509,,1130.99,0.095808285,,1130.99,0.07867737,,1130.99,0.016930641,,2910.42,0.546838847,,1684.89,-0.246842808,,1684.89,-0.27444675,,932.021,0.035090215,,932.021,0.058932849,,1130.99,0.072521677,,2910.42,0.717553702,,1654,0.551442596,,1130.99,0.104220494,,2671.49,0.026975286,,1684.89,0.018982744,,1950.94,0.0163761,,1950.94,0.016194943,,1950.94,0.014361635,,1950.94,0.014046175,,1950.94,0.019677011,,1684.89,1524.72,,1684.89,1907.53,,1684.89,5834.43,,1684.89,1335.66,,413.049,213.85
1132.61,0.057891911,,1132.61,0.022247585,,2915.19,0.420178191,,1132.61,0.061668734,,1132.61,0.115882442,,933.884,0.048646056,,2915.19,0.837757027,,933.884,0.09431107,,1688.09,-1.20415,,1688.09,0.026067693,,1688.09,-0.003297814,,1132.61,0.023746785,,1132.61,0.076151754,,1132.61,0.052995753,,1132.61,0.014351477,,2915.19,0.503929364,,1688.09,-0.24544524,,1688.09,-0.274278481,,933.884,0.034201934,,933.884,0.055223657,,1132.61,0.0656861,,2915.19,0.802941669,,1657.27,0.629876131,,1132.61,0.078017708,,2676.46,0.027868056,,1688.09,0.013001851,,1953.95,0.01688596,,1953.95,0.015326229,,1953.95,0.014755955,,1953.95,0.007216564,,1953.95,0.020383079,,1688.09,1541.92,,1688.09,1912.93,,1688.09,4924.83,,1688.09,1310.34,,413.784,214.877
1134.22,0.056875179,,1134.22,0.020612231,,2919.95,0.401139305,,1134.22,0.052071485,,1134.22,0.108452689,,935.744,0.046005792,,2919.95,0.82493315,,935.744,0.086853097,,1691.28,8.44577,,1691.28,0.02898529,,1691.28,-0.001912004,,1134.22,0.023966775,,1134.22,0.067805994,,1134.22,0.043043922,,1134.22,0.011019506,,2919.95,0.452126573,,1691.28,-0.240189837,,1691.28,-0.273366578,,935.744,0.028021724,,935.744,0.055228613,,1134.22,0.057157493,,2919.95,0.863525478,,1660.53,0.573105157,,1134.22,0.062863273,,2681.43,0.027362153,,1691.28,0.00826585,,1956.96,0.013771219,,1956.96,0.015061489,,1956.96,0.014280592,,1956.96,0.013702649,,1956.96,0.018110178,,1691.28,1591.12,,1691.28,1790.34,,1691.28,4379.23,,1691.28,1175.02,,414.518,213.179
1135.84,0.05611515,,1135.84,0.019392408,,2924.7,0.391143742,,1135.84,0.044699654,,1135.84,0.101026823,,937.601,0.044073378,,2924.7,0.824560391,,937.601,0.078822055,,1694.48,-13.8952,,1694.48,0.03435059,,1694.48,-0.001329643,,1135.84,0.018638883,,1135.84,0.061649188,,1135.84,0.032319738,,1135.84,0.013100715,,2924.7,0.437482412,,1694.48,-0.235545326,,1694.48,-0.271757291,,937.601,0.026909245,,937.601,0.055049477,,1135.84,0.049057159,,2924.7,0.914851396,,1663.79,0.40918705,,1135.84,0.05724049,,2686.39,0.02990765,,1694.48,0.008644136,,1959.97,0.015326468,,1959.97,0.014775904,,1959.97,0.014612955,,1959.97,0.007705366,,1959.97,0.014568359,,1694.48,1596.31,,1694.48,1785.74,,1694.48,3965.62,,1694.48,1107.7,,415.253,212.354
1137.46,0.054992173,,1137.46,0.01846191,,2929.46,0.40053419,,1137.46,0.039237483,,1137.46,0.100159048,,939.461,0.042393668,,2929.46,0.81613121,,939.461,0.075112684,,1697.66,6.43864,,1697.66,0.03269435,,1697.66,0.000280815,,1137.46,0.011400435,,1137.46,0.057366964,,1137.46,0.028771574,,1137.46,0.01460194,,2929.46,0.451213833,,1697.66,-0.232815192,,1697.66,-0.26811385,,939.461,0.025571416,,939.461,0.05371061,,1137.46,0.044933175,,2929.46,0.961495481,,1667.05,0.256404305,,1137.46,0.050980339,,2691.34,0.035413015,,1697.66,0.007072806,,1962.97,0.021203229,,1962.97,0.016649806,,1962.97,0.015003101,,1962.97,0.009748407,,1962.97,0.015943094,,1697.66,1613.51,,1697.66,1807.14,,1697.66,3706.02,,1697.66,1044.38,,415.988,212.637
1139.07,0.053550238,,1139.07,0.017547981,,2934.2,0.398185643,,1139.07,0.033781573,,1139.07,0.096438339,,941.316,0.042694663,,2934.2,0.780521345,,941.316,0.070604097,,1700.85,-2.58771,,1700.85,0.030300694,,1700.85,0.004326359,,1139.07,0.004821983,,1139.07,0.055173013,,1139.07,0.02750594,,1139.07,0.013157957,,2934.2,0.442385117,,1700.85,-0.228983121,,1700.85,-0.263344217,,941.316,0.027538194,,941.316,0.052184696,,1139.07,0.041017254,,2934.2,1,,1670.3,0.165898566,,1139.07,0.048416387,,2696.29,0.042618742,,1700.85,0.004616647,,1965.97,0.015958372,,1965.97,0.016083846,,1965.97,0.014345771,,1965.97,0.007480794,,1965.97,0.013878861,,1700.85,1510.71,,1700.85,1762.55,,1700.85,3448.42,,1700.85,941.058,,416.723,212.656
1140.69,0.051073255,,1140.69,0.016669616,,2938.94,0.355780218,,1140.69,0.029731522,,1140.69,0.092597293,,943.174,0.043965695,,2938.94,0.682299257,,943.174,0.068819629,,1704.03,5.72158,,1704.03,0.02807766,,1704.03,0.004896543,,1140.69,0.000438814,,1140.69,0.050692303,,1140.69,0.024434318,,1140.69,0.012956182,,2938.94,0.374617986,,1704.03,-0.224516555,,1704.03,-0.257022809,,943.174,0.02542901,,943.174,0.05112193,,1140.69,0.037695281,,2938.94,0.950958082,,1673.54,0.118728009,,1140.69,0.0434626,,2701.24,0.049083976,,1704.03,0.005640204,,1968.96,0.012821431,,1968.96,0.012743331,,1968.96,0.01383334,,1968.96,0.006044686,,1968.96,0.015478174,,1704.03,1397.91,,1704.03,1761.95,,1704.03,3188.81,,1704.03,893.737,,417.458,211.411
1142.3,0.049630232,,1142.3,0.01611881,,2943.68,0.276512407,,1142.3,0.027391497,,1142.3,0.089021525,,945.029,0.046465955,,2943.68,0.539640093,,945.029,0.06424446,,1707.21,-42.6413,,1707.21,0.028313559,,1707.21,0.008151669,,1142.3,-0.003759156,,1142.3,0.044931006,,1142.3,0.021953176,,1142.3,0.012704701,,2943.68,0.291750662,,1707.21,-0.219291196,,1707.21,-0.251110217,,945.029,0.023794884,,945.029,0.048370587,,1142.3,0.032254425,,2943.68,0.858236733,,1676.79,0.09129857,,1142.3,0.045428857,,2706.17,0.056988757,,1707.21,0.007248619,,1971.95,0.016973386,,1971.95,0.013066622,,1971.95,0.014473479,,1971.95,0.013052809,,1971.95,0.021070467,,1707.21,1369.11,,1707.21,1707.36,,1707.21,3067.21,,1707.21,998.416,,418.193,207.287
1143.92,0.04755307,,1143.92,0.016247161,,2948.41,0.211381334,,1143.92,0.024487224,,1143.92,0.07971985,,946.882,0.050321942,,2948.41,0.44132751,,946.882,0.064667294,,1710.38,-36.9782,,1710.38,0.030127877,,1710.38,0.005428763,,1143.92,-0.006288276,,1143.92,0.039158237,,1143.92,0.019111432,,1143.92,0.006427383,,2948.41,0.223267235,,1710.38,-0.213988007,,1710.38,-0.245347874,,946.882,0.023686503,,946.882,0.045825159,,1143.92,0.027225629,,2948.41,0.759180913,,1680.03,0.075450859,,1143.92,0.044556029,,2711.11,0.067365483,,1710.38,0.002588118,,1974.94,0.016594996,,1974.94,0.013214012,,1974.94,0.014111025,,1974.94,0.011035606,,1974.94,0.015137288,,1710.38,1288.31,,1710.38,1738.76,,1710.38,2953.61,,1710.38,993.094,,418.928,206.587
1145.53,0.045877686,,1145.53,0.015960391,,2953.13,0.190927086,,1145.53,0.022044491,,1145.53,0.072878734,,948.732,0.053563519,,2953.13,0.405685478,,948.732,0.063706676,,1713.55,-33.3054,,1713.55,0.032073217,,1713.55,0.008742855,,1145.53,-0.013495502,,1145.53,0.034066106,,1145.53,0.01700983,,1145.53,0.001339854,,2953.13,0.194860012,,1713.55,-0.209646241,,1713.55,-0.242479209,,948.732,0.019254942,,948.732,0.046338847,,1145.53,0.020072071,,2953.13,0.692517729,,1683.26,0.065896077,,1145.53,0.043573505,,2716.03,0.080908136,,1713.55,0.007826222,,1977.92,0.012440552,,1977.92,0.013854526,,1977.92,0.014511197,,1977.92,0.012176793,,1977.92,0.014627677,,1713.55,1211.51,,1713.55,1644.16,,1713.55,2932,,1713.55,865.773,,419.662,208.213
1147.14,0.04355492,,1147.14,0.015590292,,2957.85,0.185363001,,1147.14,0.019209435,,1147.14,0.066852072,,950.585,0.05561038,,2957.85,0.394388595,,950.585,0.062907823,,1716.72,0.311271,,1716.72,0.030952892,,1716.72,0.006798207,,1147.14,-0.01851136,,1147.14,0.031987235,,1147.14,0.011779313,,1147.14,-0.000229478,,2957.85,0.175953647,,1716.72,-0.205783178,,1716.72,-0.240288737,,950.585,0.022404926,,950.585,0.040926771,,1147.14,0.013630164,,2957.85,0.635898261,,1686.5,0.060354531,,1147.14,0.043869567,,2720.96,0.091697185,,1716.72,0.007575178,,1980.9,0.019092005,,1980.9,0.020187053,,1980.9,0.014910156,,1980.9,0.014192915,,1980.9,0.017728393,,1716.72,1148.71,,1716.72,1715.57,,1716.72,2774.4,,1716.72,928.452,,420.397,209.79
1148.76,0.041032924,,1148.76,0.015449115,,2962.57,0.179521646,,1148.76,0.017660063,,1148.76,0.063853863,,952.436,0.057724223,,2962.57,0.365897067,,952.436,0.06293215,,1719.88,37.9732,,1719.88,0.02878061,,1719.88,0.011354254,,1148.76,-0.022166643,,1148.76,0.028684892,,1148.76,0.011979408,,1148.76,-0.000993938,,2962.57,0.150610557,,1719.88,-0.199092751,,1719.88,-0.235459848,,952.436,0.021894868,,952.436,0.040276664,,1148.76,0.011012979,,2962.57,0.587240674,,1689.73,0.055707975,,1148.76,0.043075238,,2725.87,0.090000256,,1719.88,0.008599022,,1983.88,0.01535619,,1983.88,0.017825255,,1983.88,0.014203299,,1983.88,0.008079332,,1983.88,0.014216706,,1719.88,1195.91,,1719.88,1704.97,,1719.88,2798.8,,1719.88,917.13,,421.132,208.27
1150.37,0.038649459,,1150.37,0.015455791,,2967.28,0.16693919,,1150.37,0.016031675,,1150.37,0.065677691,,954.284,0.057551703,,2967.28,0.320920038,,954.284,0.062623471,,1723.04,72.9492,,1723.04,0.026699339,,1723.04,0.020369871,,1150.37,-0.025806544,,1150.37,0.028296705,,1150.37,0.01051593,,1150.37,-0.004105756,,2967.28,0.123714522,,1723.04,-0.191949543,,1723.04,-0.229846486,,954.284,0.019538128,,954.284,0.040091153,,1150.37,0.009466249,,2967.28,0.539202976,,1692.95,0.053297752,,1150.37,0.0425954,,2730.78,0.076122109,,1723.04,0.010792889,,1986.85,0.014079291,,1986.85,0.017438997,,1986.85,0.014288916,,1986.85,0.005020782,,1986.85,0.015481124,,1723.04,1119.11,,1723.04,1670.38,,1723.04,2745.19,,1723.04,985.81,,421.867,204.365
1151.98,0.036327196,,1151.98,0.015784899,,2971.98,0.158015174,,1151.98,0.015643365,,1151.98,0.068258298,,956.132,0.056292207,,2971.98,0.272559461,,956.132,0.064591107,,1726.19,145.232,,1726.19,0.032802123,,1726.19,0.023218397,,1151.98,-0.028517599,,1151.98,0.026326697,,1151.98,0.010909108,,1151.98,-0.004928429,,2971.98,0.085810328,,1726.19,-0.181750933,,1726.19,-0.218590375,,956.132,0.022041352,,956.132,0.036438733,,1151.98,0.011232151,,2971.98,0.47091199,,1696.17,0.051547618,,1151.98,0.041453529,,2735.69,0.057434374,,1726.19,0.011456962,,1989.82,0.018193566,,1989.82,0.014325515,,1989.82,0.014313558,,1989.82,0.007404044,,1989.82,0.017067125,,1726.19,1184.31,,1726.19,1683.78,,1726.19,2615.59,,1726.19,906.489,,422.602,202.013
1153.59,0.034673241,,1153.59,0.016174375,,2976.68,0.149816193,,1153.59,0.015653303,,1153.59,0.071173325,,957.98,0.055646683,,2976.68,0.231258036,,957.98,0.067581799,,1729.34,232.923,,1729.34,0.044864253,,1729.34,0.035366925,,1153.59,-0.029011921,,1153.59,0.025236677,,1153.59,0.011023486,,1153.59,-0.007155239,,2976.68,0.064152598,,1729.34,-0.176142062,,1729.34,-0.209839201,,957.98,0.022905137,,957.98,0.037229596,,1153.59,0.014671163,,2976.68,0.422891419,,1699.39,0.049682702,,1153.59,0.044013391,,2740.59,0.046923861,,1729.34,0.013905929,,1992.78,0.01518161,,1992.78,0.012114956,,1992.78,0.014581656,,1992.78,0.004374492,,1992.78,0.018935119,,1729.34,1139.51,,1729.34,1653.18,,1729.34,2619.99,,1729.34,947.168,,423.337,202.628
1155.21,0.033383915,,1155.21,0.017031916,,2981.37,0.135787446,,1155.21,0.015268117,,1155.21,0.073364212,,959.825,0.055052782,,2981.37,0.197002924,,959.825,0.071094576,,1732.49,292.511,,1732.49,0.046020235,,1732.49,0.028834694,,1155.21,-0.028921748,,1155.21,0.025843599,,1155.21,0.009195462,,1155.21,-0.009631147,,2981.37,0.054013056,,1732.49,-0.181924722,,1732.49,-0.207569089,,959.825,0.023054763,,959.825,0.034156545,,1155.21,0.020536283,,2981.37,0.383206636,,1702.6,0.047130456,,1155.21,0.042232028,,2745.48,0.045367327,,1732.49,0.013655237,,1995.75,0.011673833,,1995.75,0.016093593,,1995.75,0.014409469,,1995.75,0.013303409,,1995.75,0.018300321,,1732.49,1122.71,,1732.49,1660.59,,1732.49,2586.38,,1732.49,903.847,,424.072,207.019
1156.81,0.032360714,,1156.81,0.017574577,,2986.06,0.120157514,,1156.81,0.015037209,,1156.81,0.073651697,,961.672,0.054051639,,2986.06,0.166769955,,961.672,0.073388753,,1735.63,295.449,,1735.63,0.031909151,,1735.63,0.02284707,,1156.81,-0.029549895,,1156.81,0.027026891,,1156.81,0.009555797,,1156.81,-0.009547026,,2986.06,0.044676852,,1735.63,-0.188220284,,1735.63,-0.209364906,,961.672,0.02281544,,961.672,0.03486734,,1156.81,0.02762941,,2986.06,0.338521379,,1705.81,0.04603549,,1156.81,0.041248044,,2750.37,0.043855507,,1735.63,0.014394488,,1998.7,0.014607761,,1998.7,0.017901649,,1998.7,0.015339488,,1998.7,0.008176201,,1998.7,0.018320714,,1735.63,1133.91,,1735.63,1663.99,,1735.63,2562.78,,1735.63,750.526,,424.806,209.178
1158.43,0.031756911,,1158.43,0.017246398,,2990.74,0.100216962,,1158.43,0.0150468,,1158.43,0.072368084,,963.515,0.05583862,,2990.74,0.151390639,,963.515,0.07723061,,1738.77,273.756,,1738.77,0.023129653,,1738.77,0.013830315,,1158.43,-0.028884335,,1158.43,0.025741465,,1158.43,0.009479802,,1158.43,-0.011388279,,2990.74,0.044066725,,1738.77,-0.195428022,,1738.77,-0.216346775,,963.515,0.024529815,,963.515,0.033221443,,1158.43,0.031529936,,2990.74,0.270829219,,1709.02,0.045692072,,1158.43,0.040444514,,2755.26,0.042887648,,1738.77,0.015328787,,2001.66,0.016144258,,2001.66,0.016320567,,2001.66,0.01460774,,2001.66,0.011935433,,2001.66,0.017452026,,1738.77,1123.11,,1738.77,1685.4,,1738.77,2533.18,,1738.77,855.205,,425.541,209.283
1160.04,0.031070293,,1160.04,0.016724729,,2995.42,0.075769354,,1160.04,0.01323139,,1160.04,0.069636045,,965.357,0.057747351,,2995.42,0.164786736,,965.357,0.082873929,,1741.91,239.369,,1741.91,0.017233194,,1741.91,0.008890887,,1160.04,-0.02859445,,1160.04,0.025637917,,1160.04,0.009674506,,1160.04,-0.009117903,,2995.42,0.035514812,,1741.91,-0.200094048,,1741.91,-0.221247177,,965.357,0.021968097,,965.357,0.032823611,,1160.04,0.031488607,,2995.42,0.216110251,,1712.22,0.046935968,,1160.04,0.041942317,,2760.13,0.039203473,,1741.91,0.013533679,,2004.61,0.012855658,,2004.61,0.01726138,,2004.61,0.014105301,,2004.61,0.013555909,,2004.61,0.020524461,,1741.91,1120.31,,1741.91,1672.8,,1741.91,2439.57,,1741.91,1007.88,,426.276,209.427
1161.65,0.030542964,,1161.65,0.016054493,,3000.09,0.059321142,,1161.65,0.010625204,,1161.65,0.066833098,,967.199,0.059021378,,3000.09,0.203577228,,967.199,0.087282035,,1745.04,241.003,,1745.04,0.013512456,,1745.04,0.007284851,,1161.65,-0.028491669,,1161.65,0.025803058,,1161.65,0.008819103,,1161.65,-0.010844956,,3000.09,0.035391875,,1745.04,-0.202671879,,1745.04,-0.224453618,,967.199,0.02459149,,967.199,0.034276642,,1161.65,0.029622383,,3000.09,0.167419149,,1715.42,0.049324181,,1161.65,0.041048534,,2765.01,0.036470971,,1745.04,0.013493409,,2007.56,0.019980952,,2007.56,0.019011299,,2007.56,0.014599257,,2007.56,0.011183952,,2007.56,0.014421319,,1745.04,1103.51,,1745.04,1658.2,,1745.04,2339.97,,1745.04,906.562,,427.011,210.148
1163.25,0.029952349,,1163.25,0.015589515,,3004.76,0.047621148,,1163.25,0.009351209,,1163.25,0.069432876,,969.041,0.057898157,,3004.76,0.231428401,,969.041,0.094410314,,1748.17,185.284,,1748.17,0.011875296,,1748.17,0.002025071,,1163.25,-0.027359349,,1163.25,0.026426302,,1163.25,0.013424132,,1163.25,-0.010043452,,3004.76,0.02597202,,1748.17,-0.205380287,,1748.17,-0.230635438,,969.041,0.024573132,,969.041,0.030794284,,1163.25,0.02656033,,3004.76,0.146866701,,1718.62,0.052391492,,1163.25,0.040575117,,2769.87,0.034808718,,1748.17,0.015837743,,2010.5,0.019251817,,2010.5,0.017699936,,2010.5,0.015092019,,2010.5,0.01326813,,2010.5,0.015624633,,1748.17,1078.71,,1748.17,1691.61,,1748.17,2254.37,,1748.17,861.241,,427.746,206.977
