sample_idx,pearson_correlation,mse
569,0.9952851392750992,0.012219331
570,0.994791357131728,0.014261025
571,0.9950828126440376,0.024195064
572,0.992020897577068,0.007833622
573,0.9942050706529709,0.030277487
574,0.9942636839420943,0.025843756
575,0.995429440074231,0.011987664
576,0.9883223442920906,0.048179213
577,0.994588180863016,0.027125085
578,0.9945913779355392,0.011761364
579,0.9948589256880549,0.01580638
580,0.9943361819089208,0.019852864
581,0.9957707624693403,0.014375424
582,0.9966181283609945,0.02042886
583,0.995338665101496,0.013273936
584,0.9948667621022785,0.017667294
585,0.9938452702632173,0.025787106
586,0.9924590369942682,0.042761985
587,0.9943636823323972,0.01924182
588,0.9908443258527148,0.025340024
589,0.995069166382034,0.017112924
590,0.9945747338946289,0.016747937
591,0.9947132865809125,0.026748145
592,0.9953644122695101,0.018704822
593,0.9923493797411588,0.010032903
594,0.9954345228676479,0.015202231
595,0.9955794465234283,0.014682976
596,0.9950342829251432,0.020979779
597,0.9953259645921164,0.015078037
598,0.9951710222535147,0.02035756
599,0.9950967702224163,0.021501077
600,0.9954487993206331,0.001450699
601,0.9945437466442951,0.0015168999
602,0.99436070539976,0.0016408223
603,0.9946297714060657,0.0016626344
604,0.9937648428622202,0.0048044366
605,0.9932185151331352,0.0039774175
606,0.9947187687912511,0.0019619917
607,0.9942991632525714,0.0017853067
608,0.9954296392686534,0.0012320693
609,0.9900475034395133,0.0049037635
610,0.9927472968562044,0.0024632209
611,0.9933735221857918,0.004434621
612,0.9957149799772254,0.0019212759
613,0.9929353726970557,0.0028954821
614,0.9940227384537208,0.0016731936
615,0.9955545915691864,0.0016825333
616,0.9935450791799108,0.005367551
617,0.9955055958010439,0.0013360451
618,0.9941891289046494,0.0027967454
619,0.9944416616142556,0.0027958045
620,0.9938915668217074,0.0056619416
621,0.9941811177982556,0.0018390876
622,0.9942067754455175,0.0020877856
623,0.9938556679855444,0.0024851006
624,0.982268568339375,0.00531353
625,0.9931346231903616,0.0018263662
626,0.9910243174963796,0.002759915
627,0.9925898973916131,0.0022158725
628,0.9930703789300124,0.0022714369
629,0.9934542750277925,0.0019173439
630,0.9701134513849773,0.018758308
631,0.994683905835333,0.0016136696
632,0.9932502251066547,0.0038529157
633,0.9936366500652833,0.0022978717
634,0.9927474279156957,0.0020327403
635,0.9942149818397167,0.002012878
636,0.9943280069973052,0.0025351883
637,0.9931621097617674,0.001964208
638,0.9961006712300875,0.003052934
639,0.9956967138029312,0.001345556
640,0.9904546637214504,0.002473977
641,0.9954658218890869,0.0015238901
642,0.9957371598180375,0.0011914988
643,0.9922205441040581,0.002750408
644,0.9949644155195361,0.002944515
645,0.9949297292547428,0.0013613603
646,0.9937870543316494,0.0023154637
647,0.9911396913342847,0.003942232
648,0.9939023401476653,0.0018153815
649,0.9947684933033701,0.0023327977
650,0.9917199166025152,0.0038768111
651,0.9951843431871201,0.0014597597
652,0.989643967753913,0.0026695202
653,0.9936459748377512,0.0025589454
654,0.9952541574291988,0.0027323829
655,0.939623101040075,0.017816663
656,0.9866885897378461,0.008782685
657,0.9938173125081515,0.00232622
658,0.995149702836956,0.0027296452
659,0.9915693257305558,0.0032373925
660,0.9918571404621715,0.002288298
661,0.9938603760883777,0.0016541342
662,0.9897805213422353,0.003298778
663,0.9943823337401922,0.0016180224
664,0.9941274087613594,0.0023012555
665,0.9944620367067908,0.0015541748
666,0.9803185090997809,0.0067783697
667,0.9953927176962336,0.001235864
668,0.9925840448909504,0.0037118525
669,0.9950863955033953,0.002198807
670,0.9922065382613631,0.0021395548
671,0.9673427500064948,0.010921475
672,0.9948686564195804,0.0019195061
673,0.9925280533569394,0.002069416
674,0.9934834809317202,0.001994083
675,0.9907181036123629,0.0031784785
676,0.9935052594082483,0.0017265492
677,0.9908726351889037,0.0030188796
678,0.9946173388477754,0.0016046073
679,0.9900969266616285,0.0045843204
680,0.9947594447833784,0.002358177
681,0.9901064154666199,0.0027660872
682,0.9951670060519938,0.0017176415
683,0.9960385980014556,0.0014961133
684,0.9951448371231566,0.0019029138
685,0.9938178070994734,0.002691657
686,0.9944841700787574,0.001666085
687,0.9937728810459739,0.003544298
688,0.9931378232563679,0.0020921074
689,0.984916086200373,0.0055900817
690,0.9914893341117029,0.0035156568
691,0.9896042005646487,0.0027431843
692,0.9956053626441344,0.001383448
693,0.9934117794296458,0.0042579016
694,0.9929404220513922,0.002127697
695,0.9940256999031553,0.002085402
696,0.9922507920973017,0.002599704
697,0.995637993250598,0.0021219065
698,0.9947587397063475,0.0038447885
699,0.9944764713917851,0.0029056403
700,0.9948660666077391,0.0023675105
701,0.9875379592004463,0.0035081813
702,0.9939701714750497,0.0025430701
703,0.9953021504327206,0.0012956402
704,0.9947973942530219,0.0019599313
705,0.9917462670015036,0.004755257
706,0.9933846746442473,0.0022127274
707,0.9950240966451142,0.0032256052
708,0.9942826450138538,0.0018427232
709,0.9932325129447978,0.0025997353
710,0.9941991342457945,0.001593392
711,0.9941230751328193,0.0043138284
712,0.9932883787348971,0.0018998696
713,0.9956279397927896,0.0017384896
714,0.9939542899739398,0.0016432337
715,0.9938458336005759,0.0026329155
716,0.9922407857832425,0.0077369334
717,0.994609130686459,0.0030872363
718,0.9942722637377472,0.0016448834
719,0.9901182531594872,0.0026349227
720,0.9945895787587317,0.002324607
721,0.9918826239612737,0.0023903514
722,0.990822949830668,0.0025845726
723,0.9935951950902951,0.0018348278
724,0.9955070260142492,0.0034091428
725,0.9894471171893118,0.002795229
726,0.9955047382660037,0.001291222
727,0.9928156664310885,0.0027589195
728,0.9941609925090291,0.003372038
729,0.9940594495141083,0.0038426197
730,0.9948674934446324,0.0015104086
731,0.9945376520436506,0.0016404658
732,0.9926263278772601,0.0019710627
733,0.9958998861335842,0.0022678822
734,0.9949853780835629,0.0015923912
735,0.9930384255798594,0.0032289373
736,0.9954181649208845,0.0030774565
737,0.9932300617800073,0.0029055553
738,0.9934619472108035,0.0017673454
739,0.9935248772955182,0.0019406815
740,0.9942718532258007,0.0016130372
741,0.9883526368561152,0.0062644873
742,0.9944517303174432,0.0033545808
743,0.9952551723703088,0.0018667927
744,0.99431391527806,0.0036488408
745,0.9941587563953611,0.0016912163
746,0.9920377947197696,0.002047279
747,0.9944716266426556,0.0033586903
748,0.99534939576405,0.003725255
749,0.9949133265194803,0.002051627
750,0.9970196043511206,0.006493102
751,0.9875258247968168,0.008105862
752,0.9969915351996891,0.0072685685
753,0.9971181856785868,0.0076781376
754,0.9967217709464912,0.00519416
755,0.9923500548705367,0.003391737
756,0.9965166434874053,0.004260548
757,0.9968495331196414,0.00848313
758,0.997239914835857,0.0044045495
759,0.9962832891527873,0.005091312
760,0.9954193746487807,0.009166643
761,0.9910345008018956,0.0039743646
762,0.9913639870443159,0.0021339995
763,0.9965257684946428,0.009282496
764,0.9969781900330796,0.009742137
765,0.9949479119197739,0.0011205937
766,0.9970780044903433,0.006254348
767,0.9957140024466362,0.008166566
768,0.9967907142194717,0.0029458439
769,0.9969794424617145,0.0044070696
770,0.9960261080828898,0.005686905
771,0.9954829214312331,0.0010260333
772,0.9967079927010115,0.006074581
773,0.9961704961603758,0.0037334794
774,0.9869534839106305,0.003534487
775,0.9953715588818547,0.0026280263
776,0.9958237352094573,0.0014605046
777,0.9968803872387793,0.0049120886
778,0.9967849330456092,0.0066707376
779,0.995346178444925,0.0041212197
780,0.9961968653283327,0.0051896865
781,0.9945169600664132,0.0046223826
782,0.9958210422734926,0.00611225
783,0.9946205606156172,0.001298267
784,0.9938380710945393,0.0071494943
785,0.9912645230712356,0.0024322055
786,0.9952263946801134,0.0014616314
787,0.9956979977394556,0.0066505726
788,0.9910398692619874,0.0047330405
789,0.9968903007797025,0.010901847
790,0.9950751469734864,0.0025657297
791,0.9943340590599454,0.0012115424
792,0.9952598600530149,0.009835892
793,0.991709647886752,0.0019234811
794,0.9971691219306799,0.004474397
