,Phosphatidylethanolamine,Phospholipid,Cholesterol,Cardiolipin,Sphingosine,Cholesterol ester,Dsg-Phosphatidylinositol,L-alpha-Phosphatidylinositol,L-alpha-Phosphatidylglycerol,Lyso-Phosphatidate,Phosphatidylcholine,Triglyceride,Palmitic Acid,Stearic Acid,Docosahexaenoic Acid,Omega-3 25-5,Ceramide 24-0,Ceramide 22-0,Ceramide 24-1,Phosphatidylcholine 18-1,Phosphatidylethanolamine 18-1,"Ceramide 18-1,22-0","Deoxyceramide 18-1,24-1","Deoxyceramide 18-1,16-0","Dihydroceramide 18-0,14-0"
2820.603015,0.061034287,0.072169267,0.086116957,0.089586981,0.071513033,0.136392453,0.074217822,0.097050936,0.093503633,0.063684474,0.093629618,0.040975634,0.036987167,0.03570428,0.117932852,0.134270322,0.056967109,0.056483571,0.057984114,0.116966944,0.111254806,0.089348205,0.037292071,0.052841942,0.052584225
2822.613065,0.065924633,0.089504148,0.110403522,0.099746177,0.083400997,0.169860437,0.082600585,0.107518454,0.109000815,0.072385521,0.10655354,0.045491366,0.040129751,0.039698451,0.126078613,0.151884682,0.063967823,0.064033955,0.07043942,0.132317648,0.12394654,0.106506681,0.046210314,0.059771197,0.060311131
2824.623116,0.07712922,0.084542479,0.154621214,0.112948341,0.101383005,0.211698439,0.091764422,0.12405694,0.126096446,0.09435013,0.118120697,0.05123033,0.044964096,0.045332822,0.133165104,0.172501381,0.075242512,0.075728919,0.08474965,0.151533751,0.139592554,0.130628914,0.056007132,0.067136022,0.071805133
2826.633166,0.088683988,0.093341281,0.197038184,0.128841514,0.126559827,0.242835491,0.10508707,0.145827541,0.147944207,0.116361065,0.136029179,0.054397808,0.051922293,0.053180127,0.1456115,0.179460374,0.089342086,0.09006319,0.103978042,0.174410628,0.158677155,0.161648066,0.063120132,0.077133823,0.085576464
2828.643216,0.103755173,0.095990642,0.222200052,0.147502505,0.149724343,0.26416374,0.120090442,0.168461223,0.171341762,0.139215754,0.154398794,0.058751824,0.060398436,0.064048473,0.154425564,0.198024191,0.110554401,0.111802691,0.127944673,0.200449739,0.181942306,0.198715811,0.075510325,0.089652455,0.103899344
2830.653266,0.118379303,0.110414157,0.21048677,0.169200293,0.18160488,0.281257467,0.139532581,0.194612778,0.194505228,0.167645664,0.174571291,0.065794643,0.073122491,0.079006071,0.165803706,0.221111309,0.138665023,0.138882501,0.162099866,0.229794612,0.209770301,0.242616343,0.100107777,0.106788963,0.130517256
2832.663317,0.148544311,0.118385544,0.192445636,0.194520995,0.217191282,0.307621879,0.16155168,0.224151853,0.223199322,0.203134428,0.200772958,0.074327478,0.092681596,0.100424985,0.179028744,0.239447654,0.174367315,0.173219278,0.206933086,0.263436976,0.242067621,0.296290729,0.134223917,0.129411935,0.168087387
2834.673367,0.172311777,0.128752736,0.171813859,0.224023112,0.257233392,0.353065889,0.18734225,0.257891601,0.264723771,0.242833455,0.23360218,0.084474075,0.122860472,0.134621392,0.188568475,0.263351903,0.222010148,0.222299265,0.26137104,0.304315585,0.280640973,0.361859526,0.172841498,0.159410219,0.222794002
2836.683417,0.21867334,0.140374863,0.16705523,0.258970517,0.308118199,0.411787761,0.230900912,0.308822114,0.324685929,0.287600619,0.275307303,0.09872756,0.172847291,0.189525019,0.204670913,0.292743008,0.285693513,0.287494066,0.334598636,0.362667308,0.334763513,0.437704677,0.223355413,0.204793396,0.307070719
2838.693467,0.262182299,0.166171926,0.173851258,0.302857635,0.386300986,0.492271199,0.289465837,0.388184043,0.422270242,0.359449005,0.337940846,0.118260395,0.250358093,0.262456144,0.223076167,0.30316659,0.369434631,0.365457715,0.432522162,0.449674368,0.414864321,0.520578066,0.303148109,0.27315933,0.427585125
2840.703518,0.335458421,0.19476152,0.20108805,0.361924578,0.483891428,0.591702521,0.380775955,0.510040931,0.552187279,0.477600718,0.434754821,0.147881445,0.352374437,0.349846916,0.235722082,0.325437393,0.470817739,0.458746977,0.559313013,0.565580836,0.522709829,0.597490519,0.405628642,0.373336806,0.592310882
2842.713568,0.443819744,0.236576189,0.237868483,0.444188552,0.582516538,0.710716862,0.517253047,0.669775573,0.696374518,0.627824981,0.576051263,0.190715942,0.45920831,0.436714777,0.248394381,0.379836285,0.5804907,0.555680399,0.693800914,0.702745565,0.653799999,0.648584315,0.513611624,0.507541772,0.774232666
2844.723618,0.602206581,0.289283172,0.280000531,0.559488943,0.651420099,0.827723971,0.690478805,0.826787959,0.823146124,0.768001021,0.74763039,0.248326173,0.535040863,0.49878837,0.265699659,0.45229287,0.669459754,0.633802537,0.790652766,0.84368609,0.793102589,0.664682705,0.59391924,0.63680178,0.907142437
2846.733668,0.775475469,0.340023082,0.323639407,0.698510634,0.667330587,0.896407554,0.865303234,0.925140188,0.896149878,0.852622152,0.903492908,0.320520206,0.552479473,0.520793421,0.278754401,0.53019343,0.700396178,0.67108503,0.817990109,0.951902708,0.905140873,0.657903322,0.610800675,0.691401826,0.940308057
2848.743719,0.934904155,0.378799465,0.375806925,0.8311731,0.649237436,0.915406561,0.976332176,0.947717363,0.913404118,0.854025898,0.997387924,0.397048805,0.528842385,0.510355069,0.287796257,0.618839675,0.676027428,0.648778185,0.79454176,0.995851975,0.958451414,0.642098193,0.579992318,0.660037562,0.903597569
2850.753769,1,0.404681954,0.43707854,0.922298407,0.615059618,0.904088636,1,0.915023412,0.883860067,0.802931621,1,0.459241684,0.485514772,0.478404004,0.299066901,0.693083786,0.621757666,0.601234724,0.742648625,0.986210486,0.959220656,0.626712905,0.525884339,0.594156265,0.842377811
2852.763819,0.971764361,0.404482784,0.46015475,0.955452815,0.587355326,0.885197474,0.966669337,0.862007309,0.834314577,0.745794473,0.947516648,0.497665408,0.444588506,0.441777836,0.310934678,0.747202983,0.571908527,0.555513174,0.691870237,0.94870096,0.927230719,0.619268143,0.484766789,0.540957804,0.785036268
2854.773869,0.935620626,0.403158879,0.450162479,0.948926455,0.573553221,0.863458422,0.909511512,0.808763486,0.78659103,0.700333321,0.884634665,0.516027504,0.415343426,0.411527005,0.321386861,0.781405848,0.539564838,0.522600752,0.655368424,0.900855029,0.879168112,0.619766892,0.460802077,0.513117203,0.74473579
2856.78392,0.875081734,0.400649145,0.435933206,0.924184767,0.566880133,0.844387787,0.848690674,0.76508892,0.748209313,0.663810591,0.829475504,0.523732603,0.393558795,0.387358471,0.332083374,0.783355904,0.515346082,0.501652197,0.626739819,0.851869066,0.828554655,0.620590701,0.435101653,0.499459822,0.722819636
2858.79397,0.817752038,0.40243954,0.464406847,0.894529829,0.562974044,0.85531312,0.807150268,0.744422018,0.724605232,0.647698753,0.795495471,0.526734234,0.375515918,0.365686435,0.341999156,0.754318866,0.49489682,0.479716679,0.604035865,0.809431614,0.786060291,0.616931809,0.417194853,0.48836872,0.708185807
2860.80402,0.79286792,0.410973841,0.553084224,0.863615816,0.574144454,0.883681885,0.76885716,0.725943498,0.709233028,0.653452931,0.769301091,0.525136394,0.35522419,0.342919988,0.351417999,0.733105092,0.478047778,0.463712905,0.583056,0.778059537,0.754785992,0.612780454,0.403459571,0.474475121,0.691955566
2862.81407,0.749988537,0.414542509,0.690667623,0.831985521,0.575630528,0.934896738,0.731967641,0.702949432,0.699011884,0.635948784,0.740788341,0.521356203,0.336758193,0.324031707,0.361406172,0.706554577,0.460841678,0.452095032,0.562128542,0.761307413,0.736357088,0.613567665,0.388243204,0.4595599,0.673921225
